I lost.|I lose.
I can't understand why she doesn't love me anymore.|I can't understand why she don't love me anymore.
I could tell you that I love you, but I'd be lying.|I could tell you that I love you, but I'd be lie.
I couldn't prevent Tom from eating all the cookies.|I couldn't prevent Tom from eat all the cookies.
I didn't feel very well, but I went to work anyway.|I don't feel very well, but I went to work anyway.
I didn't know whether I wanted to go to university.|I don't know whether I wanted to go to university.
I don't know how you lasted five years in that job.|I don't know how you last five years in that job.
I don't like the polluted atmosphere of big cities.|I don't like the pollute atmosphere of big cities.
I don't think I could forgive myself if I did that.|I don't think I could forgive myself if I do that.
I don't think I have what it takes to be a teacher.|I don't think I have what it take to be a teacher.
I don't think that I deserved the punishment I got.|I don't think that I deserve the punishment I got.
I don't think this is the best time to talk to Tom.|I don't think thbe be the best time to talk to Tom.
I don't understand why she doesn't love me anymore.|I don't understand why she don't love me anymore.
I fell in love with someone my parents didn't like.|I fell in love with someone my parents don't like.
I felt somebody patting on my shoulder from behind.|I felt somebody pat on my shoulder from behind.
I figured you wouldn't want to go there without me.|I figure you wouldn't want to go there without me.
I found this book interesting from start to finish.|I found this book interest from start to finish.
I get the feeling you don't really want me to stay.|I get the feel you don't really want me to stay.
I got up on the wrong side of the bed this morning.|I get up on the wrong side of the bed this morning.
I guess you heard about what happened this morning.|I guess you heard about what happen this morning.
I had a couple of questions, but I didn't ask them.|I have a couple of questions, but I didn't ask them.
I had a nice long chat with my girlfriend's father.|I have a nice long chat with my girlfriend's father.
I had hardly reached the school when the bell rang.|I have hardly reached the school when the bell rang.
I had some interesting experiences while traveling.|I have some interesting experiences while traveling.
I had the chance to buy that, but I decided not to.|I have the chance to buy that, but I decided not to.
